dataset,positive,tau,m,selection,budget,cov_vsf,cov_partial,cov_rules_disjoint,cov_rules,cov_tree,cov_greedy,partial_vs_vsf,partial_vs_rules_disjoint,vsf_vs_rules_disjoint,partial_vs_tree,vsf_vs_greedy,net_partial,net_rules,net_rules_disjoint,net_vsf,net_tree,partial_vs_rules_net,gap_closed,purity_ok_vsf,purity_ok_partial,purity_ok_rules_disjoint,purity_ok_rules
adult,>50K,0.7,20,certified,32,0.15585762273362685,0.231796191222909,0.2226000959752968,0.42282028643977404,0.14366283021706447,0.13639154846368146,+,=,-,+,=,0.0818556785810981,0.03309793396884944,0.06956495957287699,0.055730192527714315,0.07847715535369752,+,1.1377847538600159,1.0,1.0,1.0,0.8
hmda,yes,0.5,20,purity,1,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
hmda,yes,0.5,20,purity,2,0.1754385964912281,0.1754385964912281,0.1754385964912281,0.1754385964912281,0.22245614035087719,0.15438596491228068,=,=,=,=,=,0.01543859649122807,0.01543859649122807,0.01543859649122807,0.01543859649122807,0.021052631578947368,=,,0.56,0.56,0.56,0.56
hmda,yes,0.5,20,purity,4,0.1887719298245614,0.2526315789473684,0.2526315789473684,0.303859649122807,0.27578947368421053,0.15438596491228068,=,=,=,=,=,0.1368421052631579,0.11298245614035088,0.1368421052631579,0.011929824561403507,0.07228070175438596,=,1.0,0.64,0.96,0.96,0.96
hmda,yes,0.5,20,purity,8,0.19508771929824562,0.2926315789473684,0.27228070175438596,0.3978947368421053,0.29403508771929826,0.15438596491228068,+,=,-,=,=,0.12210526315789474,0.028070175438596485,0.1319298245614035,0.01263157894736842,0.11789473684210523,+,1.2636363636363637,0.64,0.88,0.96,0.6
hmda,yes,0.5,20,purity,16,0.1894736842105263,0.2926315789473684,0.27228070175438596,0.4491228070175439,0.2975438596491228,0.15438596491228068,+,=,-,=,=,0.12210526315789474,-0.08350877192982456,0.1319298245614035,0.010526315789473684,0.11929824561403507,+,1.2457627118644068,0.6,0.88,0.96,0.32
hmda,yes,0.5,20,purity,32,0.1894736842105263,0.2926315789473684,0.27228070175438596,0.5066666666666667,0.2975438596491228,0.15438596491228068,+,=,-,=,=,0.12210526315789474,-0.1957894736842105,0.1319298245614035,0.010526315789473684,0.11929824561403507,+,1.2457627118644068,0.6,0.88,0.96,0.0
hmda,yes,0.5,20,certified,1,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
hmda,yes,0.5,20,certified,2,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
hmda,yes,0.5,20,certified,4,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
hmda,yes,0.5,20,certified,8,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
hmda,yes,0.5,20,certified,16,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
hmda,yes,0.5,20,certified,32,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,0.15438596491228068,=,=,=,=,=,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,0.14035087719298248,=,,1.0,1.0,1.0,1.0
attrition,Yes,0.5,20,purity,2,0.34005319148936164,0.34005319148936164,0.34005319148936164,0.34005319148936164,0.3281382978723404,0.19867021276595742,=,=,=,=,=,0.02533687943262411,0.02533687943262411,0.02533687943262411,0.02533687943262411,0.026187943262411344,=,,0.64,0.64,0.64,0.64
attrition,Yes,0.5,20,purity,4,0.34005319148936164,0.3468262411347517,0.34342198581560285,0.40434397163120567,0.34090425531914886,0.21209219858156025,=,=,=,=,=,0.03299645390070922,-0.07349290780141843,0.023634751773049644,0.02533687943262411,0.033847517730496456,+,,0.64,0.68,0.64,0.32
attrition,Yes,0.5,20,purity,8,0.34430851063829787,0.43287234042553197,0.438741134751773,0.5266666666666667,0.3375,0.22219858156028366,+,=,-,+,=,0.033847517730496456,-0.1173581560283688,0.03375886524822695,0.03214539007092198,0.030443262411347517,+,0.9378520465640264,0.68,0.68,0.68,0.12
attrition,Yes,0.5,20,purity,16,0.34430851063829787,0.4286702127659574,0.4741666666666666,0.6271631205673759,0.33826241134751767,0.2256028368794326,+,-,-,+,=,0.019414893617021277,-0.27101063829787236,-0.010868794326241138,0.03214539007092198,0.030443262411347517,+,0.6496450027307481,0.68,0.64,0.52,0.0
attrition,Yes,0.5,20,purity,32,0.34430851063829787,0.4286702127659574,0.4741666666666666,0.6928900709219858,0.3433333333333334,0.2256028368794326,+,-,-,+,=,0.019414893617021277,-0.5410283687943263,-0.010868794326241138,0.03214539007092198,0.025407801418439714,+,0.6496450027307481,0.68,0.64,0.52,0.0
credit,bad,0.7,20,purity,2,0.1650626294820717,0.1650626294820717,0.1650626294820717,0.1650626294820717,0.1650626294820717,0.05217338645418326,=,=,=,=,+,0.04224637450199205,0.04224637450199205,0.04224637450199205,0.04224637450199205,0.04224637450199205,=,,0.92,0.92,0.92,0.92
credit,bad,0.7,20,purity,4,0.1650626294820717,0.1650626294820717,0.1650626294820717,0.2331563346613546,0.1650626294820717,0.058395537848605586,=,=,=,=,+,0.04224637450199205,0.004279203187251027,0.04224637450199205,0.04224637450199205,0.04224637450199205,=,,0.92,0.92,0.92,0.6
credit,bad,0.7,20,purity,8,0.16075219123505977,0.21546581673306772,0.21897115537848605,0.3167343426294821,0.1650626294820717,0.07863776892430278,+,=,-,+,+,0.02455861885790176,-0.03160499335989372,0.02954390438247014,0.004429641434262969,0.04224637450199205,+,0.9397904326022928,0.6,0.76,0.72,0.32
credit,bad,0.7,20,purity,16,0.17032541832669323,0.23715059760956173,0.2671388047808765,0.4098709163346613,0.1650626294820717,0.09458613545816735,+,-,-,+,+,0.02278289508632141,-0.11262470119521907,0.01706347941567068,0.005831181938911043,0.04224637450199205,+,0.6902473070136161,0.56,0.72,0.64,0.0
credit,bad,0.7,20,purity,32,0.17049434262948207,0.23795059760956175,0.29695617529880475,0.4966342629482072,0.1650626294820717,0.10653768924302788,+,-,-,+,+,0.016885205843293522,-0.19106358565737044,0.00669917662682606,0.00822374501992034,0.04224637450199205,+,0.533411967518033,0.6,0.68,0.6,0.0
resume,yes,0.3,20,purity,4,0.021927945472249268,0.021927945472249268,0.021927945472249268,0.021927945472249268,0.021953911067835123,0.015800064913988967,=,=,=,=,=,-0.05897621365975797,-0.05897621365975797,-0.05897621365975797,-0.05897621365975797,-0.03247925070709881,=,,0.04,0.04,0.04,0.04
resume,yes,0.3,20,purity,8,0.03468354430379747,0.04182408308990587,0.056604998377150266,0.05150275884453099,0.033677377474845824,0.01732554365465758,=,=,=,=,=,-0.057455371632586835,-0.08385681828719806,-0.07505169935549684,-0.055426345806092646,-0.04022998098947467,=,0.3257328990228013,0.08,0.0,0.0,0.0
resume,yes,0.3,20,purity,16,0.03622200584225901,0.03981824083089906,0.10456994482310938,0.10149951314508276,0.039311911716975005,0.01732554365465758,=,-,-,=,=,-0.06929846524783234,-0.15169842815412435,-0.11830110817452592,-0.055423563777994164,-0.04249362451894099,+,0.05261658277139335,0.08,0.04,0.0,0.0
resume,yes,0.3,20,purity,32,0.03622200584225901,0.03981824083089906,0.14589419019798766,0.17604673807205454,0.039311911716975005,0.01732554365465758,=,-,-,=,=,-0.06929846524783234,-0.2214299624426207,-0.1729123197477628,-0.055423563777994164,-0.04249362451894099,+,0.03279076649896423,0.08,0.04,0.0,0.0
wa_churn,Yes,0.7,20,purity,2,0.29962781895600066,0.29962781895600066,0.29962781895600066,0.29962781895600066,0.0,0.29962781895600066,=,=,=,+,=,0.0149819596373768,0.0149819596373768,0.0149819596373768,0.0149819596373768,0.0,=,,0.72,0.72,0.72,0.72
wa_churn,Yes,0.7,20,purity,4,0.29962781895600066,0.29962781895600066,0.29962781895600066,0.3317259967599031,0.29662972573869906,0.29962781895600066,=,=,=,=,=,0.0149819596373768,0.02086421700047315,0.0149819596373768,0.0149819596373768,0.017478745824432658,=,,0.72,0.72,0.72,0.68
wa_churn,Yes,0.7,20,purity,8,0.29962781895600066,0.33312239251050163,0.3447861679402445,0.39100686728505685,0.2972714369686456,0.29962781895600066,+,=,-,+,=,-0.0037211413934327823,-0.052192322212823654,-0.0010446684157454924,0.0149819596373768,0.0163735764839692,+,0.74171386483123,0.72,0.48,0.52,0.2
wa_churn,Yes,0.7,20,purity,16,0.3013401958394862,0.3339794411549656,0.37196800045877476,0.44494559217788987,0.2972714369686456,0.3031598113288698,+,-,-,+,=,-0.004113202678097757,-0.11612019899356275,-0.011074536565783954,0.026928741762364258,0.0163735764839692,+,0.46213025438660693,0.84,0.48,0.48,0.04
wa_churn,Yes,0.7,20,purity,32,0.3046557038608766,0.3339794411549656,0.3723969548823673,0.4884982294160657,0.2972714369686456,0.3031598113288698,+,-,-,+,=,-0.004113202678097757,-0.19365896785231268,-0.011146028969716037,0.02475405370532326,0.0163735764839692,+,0.4328785909900915,0.76,0.48,0.48,0.0
mlc_churn,yes,0.7,20,purity,2,0.10835680751173708,0.10835680751173708,0.10835680751173708,0.10835680751173708,0.12362401358505642,0.12873039656377983,=,=,=,=,=,0.049658708753704255,0.049658708753704255,0.049658708753704255,0.049658708753704255,0.09721173375953118,=,,0.76,0.76,0.76,0.76
mlc_churn,yes,0.7,20,purity,4,0.11658375786634703,0.14769553491159726,0.13977824393167515,0.2283088602537209,0.14228748376785536,0.12873039656377983,=,=,=,=,=,0.04007924616255453,0.07114973529117972,0.03408717077880999,0.01684546998301869,0.0392767955249226,=,1.3413436692506473,0.6,0.68,0.68,0.76
mlc_churn,yes,0.7,20,purity,8,0.11094396164219358,0.22837678553591048,0.24984317251023874,0.34267106183198487,0.17851163719908103,0.12873039656377983,+,=,-,=,=,0.07253221456397965,0.09706855791962181,0.07160922984716812,-0.0020051276928711604,0.05247294642559853,=,0.8454534994102924,0.52,0.8,0.88,0.88
mlc_churn,yes,0.7,20,purity,16,0.16012386374987514,0.24646688642493259,0.32791329537508745,0.40686644690840074,0.2084986514833683,0.1301388472680052,+,-,-,=,=,0.09524190057603306,0.060271701128758404,0.08106149901774717,0.023400925648453388,0.06597675889854496,=,0.5145915439294175,0.76,0.84,0.84,0.76
mlc_churn,yes,0.7,20,purity,32,0.15984017580661272,0.24646688642493259,0.33130955948456703,0.5044511037858356,0.21189691339526517,0.13042253521126762,+,-,-,=,=,0.09524190057603306,0.02123597376219498,0.08247660906336368,0.025764991842306816,0.0687130822761629,=,0.5052022043831338,0.76,0.84,0.84,0.56
mlc_churn,yes,0.7,20,certified,2,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,=,=,=,=,=,0.067893317350914,0.067893317350914,0.067893317350914,0.067893317350914,0.067893317350914,=,,0.76,0.76,0.76,0.76
mlc_churn,yes,0.7,20,certified,4,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.1156947357906303,0.08570971930876035,=,=,=,=,=,0.067893317350914,0.067893317350914,0.067893317350914,0.067893317350914,0.09787833383278394,=,,0.76,0.76,0.76,0.76
mlc_churn,yes,0.7,20,certified,8,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.1156947357906303,0.08570971930876035,=,=,=,=,=,0.067893317350914,0.067893317350914,0.067893317350914,0.067893317350914,0.09787833383278394,=,,0.76,0.76,0.76,0.76
mlc_churn,yes,0.7,20,certified,16,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.1156947357906303,0.08570971930876035,=,=,=,=,=,0.067893317350914,0.067893317350914,0.067893317350914,0.067893317350914,0.09787833383278394,=,,0.76,0.76,0.76,0.76
mlc_churn,yes,0.7,20,certified,32,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.08570971930876035,0.1156947357906303,0.08570971930876035,=,=,=,=,=,0.067893317350914,0.067893317350914,0.067893317350914,0.067893317350914,0.09787833383278394,=,,0.76,0.76,0.76,0.76
