dataset,positive,tau,m,selection,budget,cov_vsf,cov_partial,cov_rules_disjoint,cov_rules,cov_tree,cov_greedy,partial_vs_vsf,partial_vs_rules_disjoint,vsf_vs_rules_disjoint,partial_vs_tree,vsf_vs_greedy,net_partial,net_rules,net_rules_disjoint,net_vsf,net_tree,partial_vs_rules_net,gap_closed,purity_ok_vsf,purity_ok_partial,purity_ok_rules_disjoint,purity_ok_rules
chess_krkp,won,0.9,1,purity,1,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,=,=,=,=,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,purity,2,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,=,=,=,=,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,purity,4,0.7058064052076027,0.7058064052076027,0.7058064052076027,0.8681681681681681,0.3517217816619015,0.34992537447627264,=,=,=,+,+,0.037105968243692646,0.5338745931560303,0.037105968243692646,0.037105968243692646,0.3517217816619015,-,,0.4,0.4,0.4,1.0
chess_krkp,won,0.9,1,purity,8,0.7058064052076027,0.842419665174156,0.8436190681699663,0.9556724389059719,0.42297926669184155,0.34992537447627264,+,=,-,+,+,0.6374674075272877,0.2815827803851754,0.6386668105230979,0.037105968243692646,0.42297926669184155,+,0.9912968593013989,0.4,1.0,1.0,0.8
chess_krkp,won,0.9,1,purity,16,0.7219758680836525,0.842419665174156,0.9167161173149196,0.9760371149592706,0.42297926669184155,0.35351818884753017,+,-,-,+,+,0.6374674075272877,0.14562766359173532,0.6524662386937836,0.5170236104367841,0.42297926669184155,+,0.6184843532138463,1.0,1.0,1.0,0.8
chess_krkp,won,0.9,1,purity,32,0.842419665174156,0.842419665174156,0.9239053424682167,0.9790347233461005,0.42297926669184155,0.35351818884753017,=,-,-,+,+,0.6374674075272877,0.08390606175037295,0.643487799176422,0.6374674075272877,0.42297926669184155,+,0.0,1.0,1.0,1.0,0.8
chess_krkp,won,0.9,1,certified,1,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,=,=,=,=,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,certified,2,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,=,=,=,=,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,0.34992537447627264,=,,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,certified,4,0.5691823560087033,0.5691823560087033,0.5691823560087033,0.842419665174156,0.3517217816619015,0.34992537447627264,=,=,=,+,+,0.36423009836183484,0.6374674075272877,0.36423009836183484,0.36423009836183484,0.3517217816619015,-,,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,certified,8,0.5691823560087033,0.8088867310424195,0.8088867310424195,0.9125191059322797,0.4199852547157937,0.34992537447627264,+,=,-,+,+,0.6254913596230962,0.707566848285411,0.6254913596230962,0.36423009836183484,0.4199852547157937,-,1.0,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,certified,16,0.5691823560087033,0.8088867310424195,0.8088867310424195,0.9424808041574508,0.4199852547157937,0.34992537447627264,+,=,-,+,+,0.6254913596230962,0.7159716602830375,0.6254913596230962,0.36423009836183484,0.4199852547157937,-,1.0,1.0,1.0,1.0,1.0
chess_krkp,won,0.9,1,certified,32,0.5691823560087033,0.8088867310424195,0.8088867310424195,0.9424808041574508,0.4199852547157937,0.34992537447627264,+,=,-,+,+,0.6254913596230962,0.7159716602830375,0.6254913596230962,0.36423009836183484,0.4199852547157937,-,1.0,1.0,1.0,1.0,1.0
adult,>50K,0.7,20,purity,1,0.05279395362950973,0.05279395362950973,0.05279395362950973,0.05279395362950973,0.0,0.05279395362950973,=,=,=,+,=,0.009468751231567069,0.009468751231567069,0.009468751231567069,0.009468751231567069,0.0,=,,0.9,0.9,0.9,0.9
adult,>50K,0.7,20,purity,2,0.18914161407608404,0.18914161407608404,0.18914161407608404,0.18914161407608404,0.17130106191431552,0.09994024421357176,=,=,=,+,+,0.005661334583720902,0.005661334583720902,0.005661334583720902,0.005661334583720902,0.019765707291938543,=,,0.7,0.7,0.7,0.7
adult,>50K,0.7,20,purity,4,0.1907676303362466,0.25618120077468387,0.2493795281251178,0.3134664835009973,0.17130106191431552,0.1535033545599064,+,=,-,+,+,0.036564465054852724,0.00610273431985596,0.03066018461274166,0.006887978429106723,0.019765707291938543,+,1.1160459378753904,0.7,1.0,1.0,0.7
adult,>50K,0.7,20,purity,8,0.25618120077468387,0.35774810181580724,0.3604001240138465,0.436809601043649,0.19068014713283868,0.2026597090067069,+,=,-,+,+,0.02043658877001182,-0.018796004177231394,0.018096840123774743,0.036564465054852724,0.04483439746828247,+,0.9745533525427681,1.0,0.9,0.9,0.1
adult,>50K,0.7,20,purity,16,0.2828784938833135,0.395139411256343,0.40035851641664405,0.5574129935617488,0.20291467312944259,0.2627272321302746,+,=,-,+,=,0.024685453959127454,-0.09824296025590475,0.021718748455775094,0.02772316483238673,0.05577151827526561,+,0.9555745304796794,0.9,0.9,0.9,0.0
adult,>50K,0.7,20,purity,32,0.31458072302122325,0.4235467996704189,0.43509754743218493,0.6298446935214479,0.20300021632875823,0.31641959067377806,+,=,-,+,=,0.030133198972798387,-0.18453429347674227,0.023117100965255787,0.05383541859370693,0.054958857881766895,+,0.9041565539233093,1.0,1.0,0.9,0.0
adult,>50K,0.7,20,certified,2,0.1049910997736784,0.1049910997736784,0.1049910997736784,0.1049910997736784,0.0,0.07371572644185313,=,=,=,+,=,0.022032242135937196,0.022032242135937196,0.022032242135937196,0.022032242135937196,0.0,=,,1.0,1.0,1.0,1.0
adult,>50K,0.7,20,certified,4,0.14687309774362883,0.14772889577529336,0.14807121498795917,0.15919499713208826,0.1090522055101241,0.1087544514858052,=,=,=,=,=,0.03113111145518732,0.030817434755771193,0.030474999630911187,0.03207248929001831,0.048258303370031154,=,,1.0,1.0,1.0,1.0
adult,>50K,0.7,20,certified,8,0.14944082127327957,0.21109096679188846,0.18717534672082575,0.26409969351595725,0.13279575087858392,0.12582463900367244,+,=,-,+,=,0.07292848132209206,0.05396113451927372,0.047917149379949085,0.038732456231860515,0.06930715255106268,+,1.6337861623384455,1.0,1.0,1.0,1.0
adult,>50K,0.7,20,certified,16,0.15585762273362685,0.231796191222909,0.22020488639445848,0.3542408672477162,0.14366283021706447,0.1328415056920818,+,=,-,+,=,0.0818556785810981,0.0552583017838643,0.06796815318565144,0.055730192527714315,0.07847715535369752,+,1.1801367170723405,1.0,1.0,1.0,1.0
