dataset,positive,tau,min_samples,n_repeats,max_d,selection,method,budget,coverage,coverage_se,purity,splits_with_groups,purity_reaches_tau,net_coverage,net_coverage_se,stability,conditions_spent,train_coverage,minus_vsf,minus_vsf_se,net_minus_vsf,net_minus_vsf_se,fold0_groups,selection_seconds,config,sig,net_sig
mushroom,poisonous,0.9,1,2,4,certified,rules,1,0.5689,0.0089,0.9393,10,1.0,0.238,0.0212,1.0,1.0,0.5689,0.0,0.0,0.0,0.0,X_12=2,9.96,mushroom poisonous t=0.9 m=1 d<=4 cert,=,=
mushroom,poisonous,0.9,1,2,4,certified,rules,2,0.7896,0.0085,0.9555,10,1.0,0.4586,0.022,1.0,2.0,0.7896,0.0981,0.0073,-0.2329,0.025,X_12=2 | X_9=2,9.96,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules,4,0.9285,0.0047,0.9619,10,1.0,0.5976,0.0236,1.0,4.0,0.9285,0.0174,0.0028,-0.3136,0.0233,X_12=2 | X_9=2 | X_5=4 | X_5=7,9.96,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules,8,0.998,0.0006,0.9422,10,1.0,0.4464,0.0289,1.0,7.0,0.998,0.0378,0.0048,-0.5138,0.0274,X_12=2 | X_9=2 | X_5=4 | X_5=7 | X_5=2 | X_10=0 & X_11=0,9.96,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules,16,1.0,0.0,0.9315,10,1.0,0.3381,0.03,1.0,9.0,1.0,0.0398,0.0049,-0.6221,0.0282,X_12=2 | X_9=2 | X_5=4 | X_5=7 | X_5=2 | X_10=0 & X_11=0 | X_2=2 & X_4=1,9.96,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules,32,1.0,0.0,0.9315,10,1.0,0.3381,0.03,1.0,9.0,1.0,0.0398,0.0049,-0.6221,0.0282,X_12=2 | X_9=2 | X_5=4 | X_5=7 | X_5=2 | X_10=0 & X_11=0 | X_2=2 & X_4=1,9.96,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_pure,1,0.5689,0.0089,0.9393,10,1.0,0.238,0.0212,1.0,1.0,0.5689,0.0,0.0,0.0,0.0,X_12=2,9.925,mushroom poisonous t=0.9 m=1 d<=4 cert,=,=
mushroom,poisonous,0.9,1,2,4,certified,rules_pure,2,0.7896,0.0085,0.9555,10,1.0,0.4586,0.022,1.0,2.0,0.7896,0.0981,0.0073,-0.2329,0.025,X_12=2 | X_9=2,9.925,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_pure,4,0.9285,0.0047,0.9619,10,1.0,0.5976,0.0236,1.0,4.0,0.9285,0.0174,0.0028,-0.3136,0.0233,X_12=2 | X_9=2 | X_5=4 | X_5=7,9.925,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_pure,8,0.998,0.0006,0.9422,10,1.0,0.4464,0.0289,1.0,7.0,0.998,0.0378,0.0048,-0.5138,0.0274,X_12=2 | X_9=2 | X_5=4 | X_5=7 | X_5=2 | X_10=0 & X_11=0,9.925,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_pure,16,1.0,0.0,0.9315,10,1.0,0.3381,0.03,1.0,9.0,1.0,0.0398,0.0049,-0.6221,0.0282,X_12=2 | X_9=2 | X_5=4 | X_5=7 | X_5=2 | X_10=0 & X_11=0 | X_2=2 & X_4=1,9.925,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_pure,32,1.0,0.0,0.9315,10,1.0,0.3381,0.03,1.0,9.0,1.0,0.0398,0.0049,-0.6221,0.0282,X_12=2 | X_9=2 | X_5=4 | X_5=7 | X_5=2 | X_10=0 & X_11=0 | X_2=2 & X_4=1,9.925,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_disjoint,1,0.5689,0.0089,0.9393,10,1.0,0.238,0.0212,1.0,1.0,0.5689,0.0,0.0,0.0,0.0,X_12=2,10.056,mushroom poisonous t=0.9 m=1 d<=4 cert,=,=
mushroom,poisonous,0.9,1,2,4,certified,rules_disjoint,2,0.6343,0.0076,0.9452,10,1.0,0.3034,0.0256,1.0,2.0,0.6343,-0.0572,0.0075,-0.3881,0.0284,X_12=2 | X_5=7,10.056,mushroom poisonous t=0.9 m=1 d<=4 cert,-,-
mushroom,poisonous,0.9,1,2,4,certified,rules_disjoint,4,0.855,0.0071,0.9588,10,1.0,0.524,0.0262,1.0,4.0,0.855,-0.0562,0.0061,-0.3871,0.026,X_12=2 | X_9=2 & X_12=3 | X_5=7,10.056,mushroom poisonous t=0.9 m=1 d<=4 cert,-,-
mushroom,poisonous,0.9,1,2,4,certified,rules_disjoint,8,0.9775,0.0043,0.9637,10,1.0,0.6466,0.0258,1.0,7.0,0.9775,0.0174,0.0028,-0.3136,0.0233,X_12=2 | X_9=2 & X_12=3 | X_5=7 | X_5=2 | X_2=3 & X_19=3,10.056,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_disjoint,16,0.9775,0.0043,0.9637,10,1.0,0.6466,0.0258,1.0,7.0,0.9775,0.0174,0.0028,-0.3136,0.0233,X_12=2 | X_9=2 & X_12=3 | X_5=7 | X_5=2 | X_2=3 & X_19=3,10.056,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,rules_disjoint,32,0.9775,0.0043,0.9637,10,1.0,0.6466,0.0258,1.0,7.0,0.9775,0.0174,0.0028,-0.3136,0.0233,X_12=2 | X_9=2 & X_12=3 | X_5=7 | X_5=2 | X_2=3 & X_19=3,10.056,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,tree,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,-0.5689,0.0089,-0.238,0.0212,,5.433,mushroom poisonous t=0.9 m=1 d<=4 cert,-,-
mushroom,poisonous,0.9,1,2,4,certified,tree,2,0.9602,0.0049,0.9289,10,1.0,0.2982,0.0501,1.0,2.0,0.9602,0.2686,0.0107,-0.3933,0.048,gini-None-depth2-leaf2,5.433,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,tree,4,0.9602,0.0049,0.9289,10,1.0,0.2982,0.0501,1.0,2.0,0.9602,0.049,0.0051,-0.6129,0.0484,gini-None-depth2-leaf2,5.433,mushroom poisonous t=0.9 m=1 d<=4 cert,+,-
mushroom,poisonous,0.9,1,2,4,certified,tree,8,0.9602,0.0049,0.9289,10,1.0,0.2982,0.0501,1.0,2.0,0.9602,0.0,0.0,-0.6619,0.0477,gini-None-depth2-leaf2,5.433,mushroom poisonous t=0.9 m=1 d<=4 cert,=,-
mushroom,poisonous,0.9,1,2,4,certified,tree,16,0.9602,0.0049,0.9289,10,1.0,0.2982,0.0501,1.0,2.0,0.9602,0.0,0.0,-0.6619,0.0477,gini-None-depth2-leaf2,5.433,mushroom poisonous t=0.9 m=1 d<=4 cert,=,-
mushroom,poisonous,0.9,1,2,4,certified,tree,32,0.9602,0.0049,0.9289,10,1.0,0.2982,0.0501,1.0,2.0,0.9602,0.0,0.0,-0.6619,0.0477,gini-None-depth2-leaf2,5.433,mushroom poisonous t=0.9 m=1 d<=4 cert,=,-
mushroom,poisonous,0.9,1,2,4,certified,ssdpp,1,0.5516,0.012,1.0,10,1.0,0.5516,0.012,1.0,1.0,0.5516,-0.0174,0.0062,0.3136,0.0234,ssdpp#0,6.499,mushroom poisonous t=0.9 m=1 d<=4 cert,-,+
mushroom,poisonous,0.9,1,2,4,certified,ssdpp,2,0.8458,0.0076,1.0,10,1.0,0.8458,0.0076,1.0,2.0,0.8458,0.1542,0.0039,0.1542,0.0039,ssdpp#0 | ssdpp#1,6.499,mushroom poisonous t=0.9 m=1 d<=4 cert,+,+
mushroom,poisonous,0.9,1,2,4,certified,ssdpp,4,0.9602,0.0049,1.0,10,1.0,0.9602,0.0049,1.0,4.0,0.9602,0.049,0.0051,0.049,0.0051,ssdpp#0 | ssdpp#1 | ssdpp#2 | ssdpp#3,6.499,mushroom poisonous t=0.9 m=1 d<=4 cert,+,+
mushroom,poisonous,0.9,1,2,4,certified,ssdpp,8,0.9602,0.0049,1.0,10,1.0,0.9602,0.0049,1.0,4.0,0.9602,0.0,0.0,0.0,0.0,ssdpp#0 | ssdpp#1 | ssdpp#2 | ssdpp#3,6.499,mushroom poisonous t=0.9 m=1 d<=4 cert,=,=
mushroom,poisonous,0.9,1,2,4,certified,ssdpp,16,0.9602,0.0049,1.0,10,1.0,0.9602,0.0049,1.0,4.0,0.9602,0.0,0.0,0.0,0.0,ssdpp#0 | ssdpp#1 | ssdpp#2 | ssdpp#3,6.499,mushroom poisonous t=0.9 m=1 d<=4 cert,=,=
mushroom,poisonous,0.9,1,2,4,certified,ssdpp,32,0.9602,0.0049,1.0,10,1.0,0.9602,0.0049,1.0,4.0,0.9602,0.0,0.0,0.0,0.0,ssdpp#0 | ssdpp#1 | ssdpp#2 | ssdpp#3,6.499,mushroom poisonous t=0.9 m=1 d<=4 cert,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.032,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf,2,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2+X_8#13,0.032,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2+X_8#13,0.032,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf,8,0.21,0.0072,0.9871,25,1.0,0.1855,0.0161,0.947,2.16,0.2115,0.0,0.0,0.0,0.0,X_2+X_8#13,0.032,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf,16,0.34,0.0078,0.9891,25,1.0,0.3061,0.0123,0.692,15.0,0.3553,0.0,0.0,0.0,0.0,X_2+X_5+X_8#41 | X_2+X_5+X_8#40 | X_2+X_5+X_8#43 | X_2+X_5+X_8#4 | X_2+X_5+X_8#37,0.032,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf,32,0.4228,0.0098,0.9896,25,1.0,0.3828,0.0147,1.0,18.0,0.4228,0.0,0.0,0.0,0.0,X_1+X_2+X_8#28 | X_1+X_2+X_8#1 | X_1+X_2+X_8#4 | X_1+X_2+X_8#16 | X_1+X_2+X_8#13 | X_1+X_2+X_8#43,0.032,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_partial,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.085,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_partial,2,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2+X_8#13,0.085,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_partial,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2+X_8#13,0.085,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_partial,8,0.3741,0.0082,0.9709,25,1.0,0.2735,0.0189,0.825,8.0,0.382,0.1641,0.0061,0.088,0.0181,X_2+X_8#13 | X_2+X_6+X_8#4 | X_2+X_7+X_8#41,0.085,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,vsf_partial,16,0.4908,0.0104,0.9887,25,1.0,0.4405,0.0177,0.951,14.0,0.4935,0.1509,0.0053,0.1344,0.0128,X_2+X_8#13 | X_2+X_7+X_8#41 | X_1+X_2+X_8#1 | X_1+X_2+X_8#4 | X_1+X_2+X_8#16,0.085,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,vsf_partial,32,0.5698,0.0097,0.9804,25,1.0,0.467,0.0165,0.837,29.52,0.5814,0.147,0.0057,0.0842,0.0163,X_2+X_8#13 | X_2+X_5+X_8#41 | X_1+X_2+X_8#1 | X_1+X_2+X_8#4 | X_1+X_2+X_8#16 | X_1+X_2+X_5+X_8#5 | X_1+X_2+X_5+X_8#58 | X_1+X_2+X_5+X_8#50 | X_1+X_2+X_5+X_8#94,0.085,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,vsf_greedy,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.013,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_greedy,2,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2+X_8#13,0.013,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_greedy,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2+X_8#13,0.013,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_greedy,8,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0014,0.0039,0.0059,0.0158,X_2+X_8#13,0.013,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_greedy,16,0.3407,0.0086,0.9898,25,1.0,0.3091,0.0138,0.717,15.0,0.3553,0.0008,0.0021,0.003,0.0081,X_1+X_2+X_8#28 | X_1+X_2+X_8#1 | X_1+X_2+X_8#4 | X_1+X_2+X_8#16 | X_1+X_2+X_8#13,0.013,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,vsf_greedy,32,0.4228,0.0098,0.9896,25,1.0,0.3828,0.0147,1.0,18.0,0.4228,0.0,0.0,0.0,0.0,X_1+X_2+X_8#28 | X_1+X_2+X_8#1 | X_1+X_2+X_8#4 | X_1+X_2+X_8#16 | X_1+X_2+X_8#13 | X_1+X_2+X_8#43,0.013,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.09,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules,2,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2=4 & X_8=1,0.09,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2=4 & X_8=1,0.09,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules,8,0.4029,0.0067,0.9542,25,1.0,0.2284,0.0189,0.837,8.0,0.4091,0.1929,0.007,0.0429,0.0252,X_2=4 & X_8=1 | X_1=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2,0.09,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,rules,16,0.5182,0.0084,0.9588,25,1.0,0.3174,0.0197,0.907,14.0,0.5251,0.1782,0.0073,0.0113,0.0199,X_2=4 & X_8=1 | X_1=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2 | X_1=1 & X_2=0 & X_8=1 | X_2=4 & X_5=1 & X_8=2,0.09,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,rules,32,0.6789,0.0091,0.9439,25,1.0,0.3153,0.0359,0.935,30.0,0.6821,0.2561,0.0075,-0.0675,0.036,X_2=4 & X_8=1 | X_1=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2 | X_1=1 & X_2=0 & X_8=1 | X_2=4 & X_5=1 & X_8=2 | X_1=0 & X_5=1 & X_8=1 | X_1=0 & X_6=1 & X_7=1 & X_8=2 | X_2=0 & X_6=1 & X_8=1 | X_1=0 & X_2=1 & X_8=1 | X_1=0 & X_2=0 & X_8=1,0.09,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,rules_pure,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules_pure,2,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2=4 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules_pure,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2=4 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules_pure,8,0.4029,0.0067,0.9542,25,1.0,0.2284,0.0189,0.837,8.0,0.4091,0.1929,0.007,0.0429,0.0252,X_2=4 & X_8=1 | X_1=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,rules_pure,16,0.5182,0.0084,0.9588,25,1.0,0.3174,0.0197,0.907,14.0,0.5251,0.1782,0.0073,0.0113,0.0199,X_2=4 & X_8=1 | X_1=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2 | X_1=1 & X_2=0 & X_8=1 | X_2=4 & X_5=1 & X_8=2,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,rules_pure,32,0.6789,0.0091,0.9439,25,1.0,0.3153,0.0359,0.935,30.0,0.6821,0.2561,0.0075,-0.0675,0.036,X_2=4 & X_8=1 | X_1=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2 | X_1=1 & X_2=0 & X_8=1 | X_2=4 & X_5=1 & X_8=2 | X_1=0 & X_5=1 & X_8=1 | X_1=0 & X_6=1 & X_7=1 & X_8=2 | X_2=0 & X_6=1 & X_8=1 | X_1=0 & X_2=1 & X_8=1 | X_1=0 & X_2=0 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,rules_disjoint,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules_disjoint,2,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2=4 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules_disjoint,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,2.0,0.2114,0.0,0.0,0.0,0.0,X_2=4 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,rules_disjoint,8,0.3741,0.0082,0.9709,25,1.0,0.2735,0.0189,0.825,8.0,0.382,0.1641,0.0061,0.088,0.0181,X_2=4 & X_8=1 | X_2=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,rules_disjoint,16,0.4783,0.0093,0.9736,25,1.0,0.3617,0.0217,0.872,15.0,0.4873,0.1383,0.0061,0.0555,0.0169,X_2=4 & X_8=1 | X_2=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2 | X_1=0 & X_2=1 & X_8=1 | X_1=0 & X_2=0 & X_6=0 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,rules_disjoint,32,0.5872,0.0122,0.9683,25,1.0,0.4141,0.0302,0.866,31.0,0.6,0.1644,0.0072,0.0313,0.0241,X_2=4 & X_8=1 | X_2=0 & X_6=1 & X_8=1 | X_2=4 & X_7=1 & X_8=2 | X_1=0 & X_2=1 & X_8=1 | X_1=0 & X_2=0 & X_6=0 & X_8=1 | X_2=0 & X_6=1 & X_7=1 & X_8=2 | X_1=1 & X_2=0 & X_6=0 & X_8=1 | X_2=4 & X_5=1 & X_7=0 & X_8=2 | X_1=1 & X_2=1 & X_5=1 & X_8=1,0.087,nursery spec_prior t=0.9 m=1 d<=4 puri,+,=
nursery,spec_prior,0.9,1,5,4,purity,tree,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.208,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,tree,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,-0.2114,0.0066,-0.1914,0.0105,,0.208,nursery spec_prior t=0.9 m=1 d<=4 puri,-,-
nursery,spec_prior,0.9,1,5,4,purity,tree,4,0.2114,0.0066,0.9896,25,1.0,0.1914,0.0105,1.0,3.0,0.2114,0.0,0.0,0.0,0.0,entropy-None-depth3-leaf6,0.208,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,tree,8,0.2268,0.0075,0.9967,25,1.0,0.2201,0.0085,0.849,8.0,0.2317,0.0168,0.005,0.0346,0.0151,entropy-None-depth4-leaf11 | entropy-None-depth4-leaf15,0.208,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,tree,16,0.2819,0.0078,0.9896,25,1.0,0.2552,0.0124,1.0,12.0,0.2819,-0.0581,0.009,-0.0509,0.013,entropy-None-depth4-leaf11 | entropy-None-depth4-leaf15 | entropy-None-depth4-leaf12,0.208,nursery spec_prior t=0.9 m=1 d<=4 puri,-,-
nursery,spec_prior,0.9,1,5,4,purity,tree,32,0.2819,0.0078,0.9896,25,1.0,0.2552,0.0124,1.0,12.0,0.2819,-0.1409,0.0102,-0.1276,0.013,entropy-None-depth4-leaf11 | entropy-None-depth4-leaf15 | entropy-None-depth4-leaf12,0.208,nursery spec_prior t=0.9 m=1 d<=4 puri,-,-
nursery,spec_prior,0.9,1,5,4,purity,ssdpp,1,0.0041,0.0018,1.0,22,1.0,0.0041,0.0018,0.047,0.92,0.0027,0.0041,0.0018,0.0041,0.0018,ssdpp#58,4.322,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,spec_prior,0.9,1,5,4,purity,ssdpp,2,0.0298,0.0054,0.9502,25,0.84,0.0125,0.0064,0.517,2.0,0.0285,-0.1816,0.007,-0.1789,0.0077,ssdpp#58 | ssdpp#60,4.322,nursery spec_prior t=0.9 m=1 d<=4 puri,-,-
nursery,spec_prior,0.9,1,5,4,purity,ssdpp,4,0.1109,0.0057,1.0,25,1.0,0.1109,0.0057,0.951,3.92,0.1095,-0.1005,0.0066,-0.0805,0.0094,ssdpp#0 | ssdpp#58,4.322,nursery spec_prior t=0.9 m=1 d<=4 puri,-,-
nursery,spec_prior,0.9,1,5,4,purity,ssdpp,8,0.2042,0.0068,0.9835,25,1.0,0.173,0.01,0.544,8.0,0.2056,-0.0058,0.0065,-0.0125,0.0157,ssdpp#0 | ssdpp#3 | ssdpp#58 | ssdpp#60,4.322,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,ssdpp,16,0.3366,0.0148,0.9849,25,1.0,0.2894,0.0131,0.552,16.0,0.3361,-0.0034,0.016,-0.0167,0.0144,ssdpp#0 | ssdpp#3 | ssdpp#7 | ssdpp#1 | ssdpp#17 | ssdpp#58,4.322,nursery spec_prior t=0.9 m=1 d<=4 puri,=,=
nursery,spec_prior,0.9,1,5,4,purity,ssdpp,32,0.4959,0.0146,0.9877,25,1.0,0.4394,0.0132,0.814,31.96,0.5008,0.0731,0.0145,0.0566,0.0146,ssdpp#0 | ssdpp#3 | ssdpp#7 | ssdpp#1 | ssdpp#17 | ssdpp#2 | ssdpp#15 | ssdpp#4 | ssdpp#5 | ssdpp#16,4.322,nursery spec_prior t=0.9 m=1 d<=4 puri,+,+
nursery,priority,0.7,1,5,4,purity,vsf,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.026,nursery priority t=0.7 m=1 d<=4 puri,=,=
nursery,priority,0.7,1,5,4,purity,vsf,2,0.1455,0.0042,0.7658,25,1.0,0.0416,0.0091,0.283,2.0,0.1609,0.0,0.0,0.0,0.0,X_2+X_8#7,0.026,nursery priority t=0.7 m=1 d<=4 puri,=,=
nursery,priority,0.7,1,5,4,purity,vsf,4,0.2982,0.0069,0.7716,25,1.0,0.0922,0.0139,0.374,4.0,0.3195,0.0,0.0,0.0,0.0,X_2+X_8#7 | X_2+X_8#10,0.026,nursery priority t=0.7 m=1 d<=4 puri,=,=
nursery,priority,0.7,1,5,4,purity,vsf,8,0.6301,0.0107,0.7777,25,1.0,0.21,0.0193,1.0,8.0,0.6301,0.0,0.0,0.0,0.0,X_2+X_8#7 | X_2+X_8#10 | X_2+X_8#8 | X_2+X_8#11,0.026,nursery priority t=0.7 m=1 d<=4 puri,=,=
nursery,priority,0.7,1,5,4,purity,vsf,16,0.6301,0.0107,0.7777,25,1.0,0.21,0.0193,1.0,8.0,0.6301,0.0,0.0,0.0,0.0,X_2+X_8#7 | X_2+X_8#10 | X_2+X_8#8 | X_2+X_8#11,0.026,nursery priority t=0.7 m=1 d<=4 puri,=,=
nursery,priority,0.7,1,5,4,purity,vsf,32,0.6301,0.0107,0.7777,25,1.0,0.21,0.0193,1.0,8.0,0.6301,0.0,0.0,0.0,0.0,X_2+X_8#7 | X_2+X_8#10 | X_2+X_8#8 | X_2+X_8#11,0.026,nursery priority t=0.7 m=1 d<=4 puri,=,=
nursery,priority,0.7,1,5,4,purity,vsf_partial,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.087,nursery priority t=0.7 m=1 d<=4 puri,=,=
